trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.7438391736157144}",20,0,-58.18642742788934,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.7425009695308558}",30,0,-66.1294416563108,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.7411597954431091}",25,0,-135.1644995244256,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
369,False,"{'a': 0.5, 'e': 0.7398156567171688}",25,0,-79.71268843681906,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
370,False,"{'a': 0.5, 'e': 0.7384685587295879}",25,17,1.804487403848866,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.7371185068687569}",25,0,-84.30090092024341,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
372,False,"{'a': 0.5, 'e': 0.7357655065348812}",20,0,-82.4813809941736,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.7344095631399603}",25,0,-109.51920577619867,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.7330506821077661}",30,0,-28.012983617858406,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-147.3073189208757,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
376,False,"{'a': 0.5, 'e': 0.7303241288853757}",20,0,-147.2739829941156,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
377,False,"{'a': 0.5, 'e': 0.7289564676013889}",25,0,-2.232357647038961,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.7275858904925034}",35,0,-137.44335419770266,"{0: 24, 1: 4, 2: 4, 3: 1, 4: 2}",0
379,False,"{'a': 0.5, 'e': 0.7262124030410263}",25,2,-91.83564665479798,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
380,False,"{'a': 0.5, 'e': 0.7248360107409052}",25,0,-17.714150533285306,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.7234567190977075}",30,10,-72.18584174238724,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.7220745336285981}",25,0,-167.95899449157943,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
383,False,"{'a': 0.5, 'e': 0.720689459862317}",25,0,-93.70216072428101,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
384,False,"{'a': 0.5, 'e': 0.7193015033391573}",25,0,-48.386334529619994,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.7179106696109434}",20,2,-75.2877979282946,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
386,False,"{'a': 0.5, 'e': 0.7165169642410081}",20,0,-114.4702410829382,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
387,False,"{'a': 0.5, 'e': 0.7151203928041714}",20,0,-5.480075056573769,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.7137209608867168}",25,0,-140.43409575285222,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
389,False,"{'a': 0.5, 'e': 0.7123186740863704}",25,0,-11.254297229324175,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.7109135380122773}",20,0,-96.24992348061622,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
391,False,"{'a': 0.5, 'e': 0.7095055582849801}",25,1,-27.66147154495172,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.7080947405363958}",25,0,-127.53322459219913,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.7066810904097935}",20,0,-6.796570083192653,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.7052646135597718}",25,0,-102.81221026114623,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.7038453156522362}",20,0,-91.34476391197072,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
396,False,"{'a': 0.5, 'e': 0.7024232023643764}",20,0,-17.691929795488413,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.7009982793846437}",20,0,-39.02157092477556,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.699570552412728}",25,9,-21.777818795011832,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.6981400271595357}",25,0,-71.64927367292603,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.6967067093471655}",20,0,-16.7304846800999,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.6952706047088868}",20,0,-107.82851787221621,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.6938317189891162}",20,0,-77.788431379051,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.6923900579433949}",30,0,-41.395737636686924,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.6909456273383651}",20,0,-56.814607984420626,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.6894984329517471}",30,0,-172.89328337445772,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
406,False,"{'a': 0.5, 'e': 0.6880484805723165}",20,0,-54.44650645101299,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.6865957759998812}",25,0,-85.01022299513286,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
408,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,0,-50.052370442364094,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.6836821335302466}",20,0,-83.28578536604141,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.6822212072876136}",25,14,7.954899263442821,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.6807575521610609}",25,0,-63.54363802209991,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.6792911740052073}",25,0,-159.97902487781855,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
413,False,"{'a': 0.5, 'e': 0.6778220786855633}",20,0,-130.0747948420665,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
414,False,"{'a': 0.5, 'e': 0.6763502720785085}",25,0,-76.84820351984123,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
415,False,"{'a': 0.5, 'e': 0.6748757600712672}",30,0,-67.91473315798851,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.6733985485618852}",20,8,-22.603516457657445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.671918643459207}",25,10,-2.452197870225381,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.6704360506828508}",35,9,-3.341286083357365,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.6689507761631859}",30,0,-53.97306795164741,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.6674628258413082}",30,5,-149.1875996252433,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",1
421,False,"{'a': 0.5, 'e': 0.665972205669017}",25,0,-50.14424733598456,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.6644789216087912}",35,22,-61.1672015350421,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
423,False,"{'a': 0.5, 'e': 0.662982979633765}",20,0,-46.911871979961795,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
424,False,"{'a': 0.5, 'e': 0.6614843857277041}",30,0,-62.824369375374125,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.6599831458849822}",20,0,-99.44382171749263,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
426,False,"{'a': 0.5, 'e': 0.6584792661105568}",25,5,-45.101685220587356,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.656972752419945}",30,0,-109.37578893439597,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.6554636108391995}",20,0,-131.97675691184776,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.6539518474048845}",20,0,-93.35257418886876,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
430,False,"{'a': 0.5, 'e': 0.6524374681640519}",30,13,25.38182455531311,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.6509204791742165}",35,13,-52.52940294360654,"{0: 13, 1: 6, 2: 2, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.6494008865033324}",30,10,-76.87410235939052,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.647878696229768}",25,19,9.357295615330457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.6463539144422826}",25,2,-35.135206939842305,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.6448265472400012}",25,0,-33.92248035730496,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.6432966007323907}",20,0,-135.9205387259387,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",0
437,False,"{'a': 0.5, 'e': 0.6417640810392349}",20,0,-4.205403362834422,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.6402289942906106}",30,0,-109.18819900199153,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
439,False,"{'a': 0.5, 'e': 0.6386913466268629}",25,0,-17.176620431414275,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.6371511441985802}",20,0,-93.60632897016959,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.6356083931665704}",30,0,-101.59052878498375,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
442,False,"{'a': 0.5, 'e': 0.6340630997018352}",25,0,-79.1654766126437,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.6325152699855466}",30,0,-113.79191688779703,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
444,False,"{'a': 0.5, 'e': 0.6309649102090216}",20,0,-53.57997847512595,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.6294120265736969}",20,14,-13.083642149151773,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.6278566252911052}",20,0,-14.072418663937825,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.6262987125828494}",35,6,-191.68297731025422,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 5}",1
448,False,"{'a': 0.5, 'e': 0.6247382946805784}",25,0,-49.85172850959485,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.6231753778259617}",25,0,-40.10762607014894,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.6216099682706645}",20,0,-37.88116890392709,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.620042072276323}",25,0,-207.9562710754221,"{0: 15, 1: 3, 2: 1, 3: 2, 4: 4}",0
452,False,"{'a': 0.5, 'e': 0.6184716961145192}",20,0,-91.79118182196852,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
453,False,"{'a': 0.5, 'e': 0.6168988460667556}",30,0,-82.43890219974428,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.6153235284244302}",25,0,-45.52110013018323,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.6137457494888116}",20,0,-91.19592552056466,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
456,False,"{'a': 0.5, 'e': 0.6121655155710133}",20,11,-4.818371602947359,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.6105828329919689}",20,0,-64.73580022089355,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.6089977080824067}",30,21,-4.561373609517015,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.6074101471828243}",25,14,5.6976387119265794,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.6058201566434629}",25,0,-111.36572832568399,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.6042277428242827}",20,0,-83.40166395413951,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.6026329120949369}",25,0,-37.6506567334534,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
463,False,"{'a': 0.5, 'e': 0.6010356708347461}",30,0,-92.05850643573568,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.5994360254326734}",25,3,-104.27147059082711,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
465,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,0,-23.40121526714884,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.596229547806791}",25,0,-134.7888622569172,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
467,False,"{'a': 0.5, 'e': 0.5946227284088876}",20,0,-97.15395192081316,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.5930135305208634}",25,0,-29.429700720837936,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.5914019605795077}",20,6,-51.373777180225005,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
470,False,"{'a': 0.5, 'e': 0.5897880250310983}",25,0,-18.63812609334121,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
471,False,"{'a': 0.5, 'e': 0.588171730331375}",25,11,-18.885802562053453,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.5865530829455148}",30,0,-26.309677883315736,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
473,False,"{'a': 0.5, 'e': 0.5849320893481048}",20,0,-35.29973011758965,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.5833087560231173}",25,0,-35.96576843179103,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,0,-6.287966065029305,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
476,False,"{'a': 0.5, 'e': 0.5800550961730674}",20,7,-22.884119579879883,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.57842478266264}",25,0,-79.78504516597202,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
478,False,"{'a': 0.5, 'e': 0.5767921554538532}",25,0,-87.82152133113019,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.5751572210772137}",25,0,-119.63522773617099,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
480,False,"{'a': 0.5, 'e': 0.5735199860724567}",20,9,0.7464037049607204,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.5718804569885202}",25,0,-23.38030229335029,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
482,False,"{'a': 0.5, 'e': 0.5702386403835181}",30,0,-53.436533148858025,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.5685945428247149}",20,14,-6.077899437010726,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.5669481708884985}",25,11,14.759994156620577,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.5652995311603544}",25,8,-36.36851244514946,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.5636486302348395}",20,0,10.483946902604027,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.561995474715555}",20,0,-74.38154149586528,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.5603400712151212}",20,0,-36.62204502530125,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.5586824263551495}",20,0,-90.20336132554615,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
490,False,"{'a': 0.5, 'e': 0.5570225467662173}",20,7,-59.064596712505605,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.5553604390878408}",20,0,-102.28046951816478,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.5536961099684484}",25,16,13.154018307610189,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.5520295660653545}",25,0,-190.1431364145915,"{0: 16, 1: 0, 2: 3, 3: 3, 4: 3}",0
494,False,"{'a': 0.5, 'e': 0.5503608140447322}",25,0,12.293802741684338,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.5486898605815876}",20,0,6.0472997201713135,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.5470167123597323}",20,5,-21.82053814267673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.5, 'e': 0.5453413760717569}",20,3,-55.571422244563216,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.5436638584190043}",30,24,10.363620350199895,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.541984166111543}",20,0,-20.459015818834274,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.5403023058681398}",20,0,14.327879467162614,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.5386182844162335}",35,21,-21.247314101200512,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.5369321084919078}",20,10,-32.2871230043196,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.535243784839864}",25,13,-76.02251605440065,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 1}",1
504,False,"{'a': 0.5, 'e': 0.5335533202133944}",20,0,-6.908834022128337,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
505,False,"{'a': 0.5, 'e': 0.5318607213743555}",20,0,-10.057307120083484,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.5301659950931402}",20,10,-52.78613577878451,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.5284691481486514}",20,0,-97.39652634742994,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.5267701873282746}",20,0,-34.59852494211364,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.525069119427851}",20,13,-1.8283562757033502,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.5233659512516496}",35,0,-82.99561457100702,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.5216606896123411}",35,0,-75.27554883934559,"{0: 27, 1: 3, 2: 2, 3: 2, 4: 1}",0
512,False,"{'a': 0.5, 'e': 0.5199533413309697}",20,0,-12.504274199056669,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.5182439132369262}",25,0,-120.79266838276126,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.5165324121679208}",30,0,-13.94579324878195,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.5148188449699553}",20,0,-127.29314740808813,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
516,False,"{'a': 0.5, 'e': 0.5131032184972966}",20,0,-37.61967573106859,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.5113855396124478}",25,0,-106.17895076701828,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
518,False,"{'a': 0.5, 'e': 0.5096658151861225}",20,0,-30.324662246520937,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.507944052097216}",20,6,-5.312573023220153,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.5062202572327784}",20,0,-35.00108036936205,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
521,False,"{'a': 0.5, 'e': 0.5044944374879868}",20,2,-37.130857427511124,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.5, 'e': 0.5027665997661179}",25,0,-94.70706639107534,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.5010367509785203}",25,0,-55.1899897855978,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
524,False,"{'a': 0.5, 'e': 0.4993048980445869}",25,16,-31.32074359672283,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.497571047891727}",25,3,-87.0073114853851,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
526,False,"{'a': 0.5, 'e': 0.495835207455339}",25,0,-15.667443230247054,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.4940973836787822}",20,0,-26.58400896543188,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
528,False,"{'a': 0.5, 'e': 0.4923575835133496}",25,0,-114.3666399403611,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.49061581391823933}",30,21,-28.853431279551778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
530,False,"{'a': 0.5, 'e': 0.48887208186052755}",35,0,-53.461103346440645,"{0: 30, 1: 1, 2: 1, 3: 2, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.4871263943151402}",25,0,-0.2496056560946356,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.48537875826482507}",25,0,-70.08524662288089,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
533,False,"{'a': 0.5, 'e': 0.48362918070012406}",25,15,10.754109473013603,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.48187766861934506}",30,19,-13.143471135878961,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.48012422902853413}",30,7,-28.975607809141717,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.47836886894144715}",20,0,-6.771666230637662,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.47661159537952236}",25,12,-5.966651885388833,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.47485241537185147}",20,2,0.3343953557190298,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.47309133595515224}",20,0,-51.70408425871239,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
540,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,2,-28.81753127091503,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.46956350707949945}",25,16,-8.689890738202392,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.4677967717318567}",35,21,4.279210153101607,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.46602816519775075}",20,0,-70.16688595753341,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.46425769455160537}",20,4,-14.211789334893085,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.4624853668753008}",35,24,1.4772592830162732,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.46071118925814536}",20,0,-104.83373092985792,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
547,False,"{'a': 0.5, 'e': 0.4589351687968472}",25,0,-54.69498996356027,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
548,False,"{'a': 0.5, 'e': 0.45715731259548575}",20,0,-75.84348377788412,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.45537762776548346}",20,8,-10.276646702953721,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
