trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.9344802433378168}",30,0,-131.4534387577397,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
183,False,"{'a': 0.5, 'e': 0.933766344867846}",25,0,-222.52137207407304,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
184,False,"{'a': 0.5, 'e': 0.9330487113337409}",20,0,-76.67497841399556,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.9323273456060345}",20,0,-180.48396726536765,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.9316022505701886}",20,0,-121.65772899271894,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9308734291265828}",20,0,-136.09879212453941,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.9301408841905014}",20,0,-82.10336708200381,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9294046186921237}",30,0,-88.64926016203381,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9286646355765102}",20,0,-69.1977767957893,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9279209378035927}",20,0,-86.03068296004214,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9271735283481612}",25,0,-109.89626527938314,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.9264224101998526}",20,10,-21.521760666378245,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.9256675863631385}",20,0,-50.1100527969907,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.9249090598573131}",30,7,-114.18432509451512,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
196,False,"{'a': 0.5, 'e': 0.9241468337164814}",20,0,-76.11918312807242,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.9233809109895471}",25,0,-76.09441061690009,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.9226112947402}",30,18,-25.233788845141333,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.9218379880469041}",25,12,-19.98827186660543,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.9210609940028851}",20,0,-113.40464115592812,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9202803157161181}",20,14,-14.483152113844675,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.9194959563093155}",20,7,-51.509933366147436,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.9187079189199134}",20,0,-230.57766582806516,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
204,False,"{'a': 0.5, 'e': 0.9179162067000607}",25,0,-169.382035375125,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
205,False,"{'a': 0.5, 'e': 0.9171208228166051}",30,0,-121.42877939390871,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.916321770451081}",20,0,-35.2106693219283,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.9155190527996969}",25,0,-166.25057659468766,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.9147126730733223}",25,0,-263.852815400072,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 5}",0
209,False,"{'a': 0.5, 'e': 0.913902634497475}",20,0,-63.36314868184557,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.9130889403123083}",20,0,-142.71170095657018,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.9122715937725977}",25,0,-39.90017867991404,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.9114505981477284}",20,0,-102.58118837593283,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9106259567216819}",25,2,-114.90971568304012,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.9097976727930226}",20,0,-165.52053487627782,"{0: 8, 1: 1, 2: 7, 3: 3, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.9089657496748851}",30,0,-187.3166096955908,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9081301906949609}",30,0,-99.64772751842565,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,0,-64.57163967838801,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-244.91094320092535,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 6}",0
219,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-108.9902231632286,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
220,False,"{'a': 0.5, 'e': 0.9047516632199635}",25,0,-168.86061154401702,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.9038979753550274}",20,16,8.52240130391097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.903040671899395}",30,0,-170.36604691994702,"{0: 14, 1: 6, 2: 6, 3: 3, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.9021797562822791}",20,0,-59.87106161636836,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.901315231947341}",20,0,-134.55768844753658,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.9004471023526769}",25,0,-70.90573504380025,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.899575370970804}",30,0,-203.38170790747344,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
227,False,"{'a': 0.5, 'e': 0.8987000412886466}",20,0,-79.1029720833865,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,0,-36.68191308797206,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.896938601043128}",25,0,-23.45080797344429,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.8960524975255253}",20,0,-130.95658839149783,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.8951628097991272}",25,0,-92.19644195877774,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.8942695414226836}",20,0,-73.70221374383634,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.8933726959692665}",25,13,-11.088730678762264,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.8924722770262568}",30,0,-45.789302196801124,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.8915682881953289}",30,0,-90.53912789658533,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.890660733092437}",30,0,-72.92048788715593,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.5, 'e': 0.8897496153478003}",30,0,-190.04136352248113,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,11,-8.994938434967976,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.8879167065254074}",20,0,-44.37388384339015,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-104.68752933624216,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.8860695910546524}",30,0,-111.50704827351313,"{0: 21, 1: 2, 2: 3, 3: 3, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.8851407150528379}",25,8,-16.650410251566907,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.8842082984893433}",25,0,-107.2860518636913,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.8832723450938338}",25,0,-128.6176920472546,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.8823328586101216}",20,0,-7.643518109382487,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.8813898427961513}",25,0,-111.2902636842308,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.880443301423985}",25,0,-61.73521751149361,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.879493238279787}",35,0,-199.82425838119204,"{0: 20, 1: 7, 2: 3, 3: 2, 4: 3}",0
249,False,"{'a': 0.5, 'e': 0.8785396571638084}",30,0,-126.80043270814446,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",1
250,False,"{'a': 0.5, 'e': 0.8775825618903728}",20,0,-24.416934151528956,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.8766219562878595}",20,7,-5.474424858996876,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.87565784419869}",25,6,-109.1972635984241,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
253,False,"{'a': 0.5, 'e': 0.8746902294793112}",35,0,-186.96237054721408,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
254,False,"{'a': 0.5, 'e': 0.8737191160001807}",20,0,-56.86073777592965,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.8727445076457513}",25,0,-86.91142918381344,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.8717664083144548}",20,3,-88.94215157593686,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.8707848219186876}",20,0,-142.24528046180495,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.8697997523847936}",20,0,-106.7887939995176,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.8688112036530499}",20,0,-55.588290587607176,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.8678191796776499}",25,0,-189.37127961404,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
261,False,"{'a': 0.5, 'e': 0.8668236844266883}",20,0,-138.34735207125308,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.8658247218821449}",25,0,-164.82948302765706,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
263,False,"{'a': 0.5, 'e': 0.8648222960398682}",20,0,2.885405272851746,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.8638164109095605}",25,0,-157.89691016745863,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
265,False,"{'a': 0.5, 'e': 0.862807070514761}",25,0,-116.03526376987558,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
266,False,"{'a': 0.5, 'e': 0.8617942788928298}",25,0,-39.0462363653025,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.8607780400949321}",25,0,-23.78801812947339,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.8597583581860216}",20,0,-140.5969658921788,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
269,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,0,-190.6356039725929,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
270,False,"{'a': 0.5, 'e': 0.8577086813638242}",35,0,-163.36836210791418,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.8566786946492415}",25,0,-73.04034076455561,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.8556452812210225}",25,12,-23.217430784168577,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.5, 'e': 0.8546084452128195}",25,0,-90.81160048469992,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.8535681907719751}",25,0,-19.825308151326812,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.8525245220595057}",30,5,-60.53779378510093,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.8514774432500848}",25,9,-98.84604893816424,"{0: 7, 1: 2, 2: 6, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.8504269585320262}",20,0,-43.39072484297847,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.8493730721072673}",25,0,-243.25272819809558,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 5}",0
279,False,"{'a': 0.5, 'e': 0.8483157881913526}",30,0,-34.25261138862269,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.8472551110134161}",20,11,-12.833001954762171,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.8461910448161652}",30,0,-168.1704774871319,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
282,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,0,-86.18794590225798,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.844052762402313}",20,0,-99.25532024282381,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.8429785547388383}",25,0,-160.61206793811203,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.8419009751622687}",25,0,-71.86999827226389,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.840820027982921}",20,8,1.1471262635121355,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.8397357175245823}",20,0,-10.109132897180755,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.8386480481244933}",30,12,-64.95878814524751,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.8375570241333301}",20,5,-121.62015842596583,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 2}",1
290,False,"{'a': 0.5, 'e': 0.8364626499151869}",25,0,-128.31964652732407,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.8353649298475594}",25,1,-173.4495060538884,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 2}",1
292,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,-71.388785163791,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
293,False,"{'a': 0.5, 'e': 0.8331594697407324}",35,0,-148.7663603239363,"{0: 25, 1: 2, 2: 3, 3: 3, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.8320517385233703}",20,0,-48.70374368448309,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.8309406791001634}",25,0,-140.18838293376925,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
296,False,"{'a': 0.5, 'e': 0.8298262959153483}",20,0,-22.87068924873824,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,10,-23.773443627111355,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.8275875761042946}",30,0,-92.64019698210332,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8264632484329323}",20,0,-106.3874080365571,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
300,False,"{'a': 0.5, 'e': 0.8253356149096783}",30,14,-35.727044617116455,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.8242046800450651}",30,16,-65.53397257670392,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.8230704483628307}",20,0,-58.87745115134459,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.8219329243999003}",20,9,-78.99768551949266,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.8207921127063681}",20,0,-58.07212184230856,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.8196480178454795}",20,0,-98.8313844451766,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,12,-81.80723570670096,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
307,False,"{'a': 0.5, 'e': 0.8173499969402591}",20,0,-38.97431152810979,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.8161960800880078}",30,0,-126.74355365465277,"{0: 18, 1: 7, 2: 3, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.8150388984525244}",20,0,-55.79595379092835,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.8138784566625339}",20,7,-4.448312580874142,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.812714759359802}",30,0,-84.85339275855794,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
312,False,"{'a': 0.5, 'e': 0.8115478111991162}",25,11,-57.49586756855189,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.8103776168482677}",20,16,6.284217306135347,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.8092041809880323}",20,0,-94.09128796477646,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,0,-120.57097087212952,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
316,False,"{'a': 0.5, 'e': 0.8068476035273155}",30,0,-187.3483762224527,"{0: 15, 1: 7, 2: 5, 3: 0, 4: 3}",0
317,False,"{'a': 0.5, 'e': 0.8056644713531409}",25,0,-59.58714951388481,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.8044781165221552}",25,0,-184.90470692240936,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
319,False,"{'a': 0.5, 'e': 0.8032885437797759}",20,15,3.1122338660651705,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.8020957578842927}",20,0,-152.28483128044522,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
321,False,"{'a': 0.5, 'e': 0.8008997636068472}",30,13,-0.645200544439863,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.7997005657314152}",30,12,-11.204101711168825,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.7984981690547867}",30,0,-171.46299183083224,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.7972925783865465}",25,0,-103.99062917232114,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
325,False,"{'a': 0.5, 'e': 0.7960837985490559}",30,0,-34.3519147345612,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.7948718343774324}",20,0,-78.19526765090885,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,0,-55.642459856503265,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.7924383724359255}",25,0,-107.61720941547216,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.7912168843998866}",20,0,-17.009201972232372,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.7899922314973651}",25,0,-53.98146053570247,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.7887644186269709}",25,0,-154.701792890957,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
332,False,"{'a': 0.5, 'e': 0.7875334506999538}",25,0,-124.57877858631211,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.7862993326401839}",20,16,5.696514568105722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.785062069384132}",20,0,-80.03977195106597,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.7838216658808492}",25,0,-72.77761024494885,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,5,-4.136301657706138,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.781331457991582}",25,0,-98.97577946155648,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
338,False,"{'a': 0.5, 'e': 0.7800816635664256}",30,0,-34.679920511574174,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.7788287488156552}",30,0,-109.32340340391752,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
340,False,"{'a': 0.5, 'e': 0.7775727187509279}",25,12,-14.605884984627675,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.7763135783963624}",30,0,-103.19970189019095,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.7750513327885183}",25,0,-37.79460419908847,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.7737859869763766}",20,0,-1.088332424154346,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.7725175460213186}",20,0,-76.03910771734638,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.7712460149971065}",20,0,-45.786025220502395,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.7699713989898629}",30,9,-68.37386868443832,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.7686937030980499}",25,0,-129.20887972947725,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.7674129324324493}",20,0,-59.02401269612837,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
349,False,"{'a': 0.5, 'e': 0.7661290921161423}",30,0,-39.961858612172726,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.7648421872844884}",20,0,-25.427823639191867,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,3,-106.59595892322122,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.7622592046778476}",25,0,-83.73445889748898,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.7609631372347876}",25,15,-9.167713041797908,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,11,-24.92772322768438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.7583618759905082}",20,0,-61.8960340899326,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.7570566925943303}",20,0,-55.532310997727606,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.7557484809723913}",25,0,-57.13913027546593,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.7544372463575362}",30,6,-79.83137259713084,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.7531229939947015}",20,9,0.3898257121922659,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.751805729140895}",25,0,-162.01204537267077,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.7504854570651743}",20,0,-59.54446629693044,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.7491621830486261}",20,0,-19.301984379961812,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,0,-34.88111772785009,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.7465066503774105}",20,6,-0.9943690530976275,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.7451744023448704}",20,0,-44.81932766217281,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
